,000300.SH,000905.SH,CBA00651.CS,CBA04031.CS,H11062.CSI,H11063.CSI,H11064.CSI,H11065.CSI
2018-05-04,3774.5981,5909.2944,176.1987,197.868,132.8043,159.6202,132.8964,230.5407
2018-05-07,3834.1877,6019.1409,176.1273,197.9741,132.7367,160.0639,134.0396,234.4158
2018-05-08,3878.6767,6041.8143,175.6802,197.8639,131.7384,160.2431,133.7464,233.7026
2018-05-09,3871.6152,6029.2329,175.5514,197.758,132.3171,158.7153,133.1647,230.8883
2018-05-10,3893.0565,6040.5716,175.7287,197.6871,133.2792,159.2772,134.1264,233.1563
2018-05-11,3872.8383,5991.3424,175.8793,197.631,132.7543,160.7106,134.5933,238.0875
2018-05-14,3909.2933,5967.5541,175.8702,197.663,132.2483,161.2377,134.0408,239.5702
2018-05-15,3924.0975,6020.5697,175.7035,197.5702,132.0538,161.1675,134.0911,241.1851
2018-05-16,3892.8442,6004.0696,175.6954,197.5289,131.5853,160.8547,134.4259,242.5978
2018-05-17,3864.0507,5973.7785,175.761,197.4962,131.7226,160.7861,134.0377,241.108
2018-05-18,3903.0637,5995.1497,175.8005,197.4933,132.5038,160.7222,135.0014,242.2904
2018-05-21,3921.2421,6072.1991,175.9972,197.5933,133.0905,159.6035,137.1084,240.8495
2018-05-22,3906.2081,6092.9069,176.2647,197.5675,133.1555,158.8696,136.1676,237.9141
2018-05-23,3854.5825,6013.8472,176.5213,197.5263,133.1239,158.7761,134.83,230.6484
2018-05-24,3827.217,5992.6209,176.4997,197.5793,134.6834,159.3535,134.6568,233.2594
2018-05-25,3816.498,5917.7978,176.9664,197.5474,133.997,159.5567,134.594,231.6997
2018-05-28,3833.2599,5891.2627,177.0729,197.5285,133.5695,159.7585,133.2462,233.7852
2018-05-29,3804.0093,5835.4456,177.1379,197.5001,135.1225,161.3011,134.375,238.6163
2018-05-30,3723.3724,5682.5881,177.2499,197.4822,135.1176,160.2099,133.2357,237.4107
2018-05-31,3802.3759,5754.4746,177.1503,197.3724,134.7408,161.9975,133.5917,240.8007
2018-06-01,3770.5891,5685.1155,177.0805,197.31,135.0303,162.2753,134.6416,242.0615
2018-06-04,3807.5781,5683.1486,176.7605,197.3653,135.1475,162.1048,134.5381,239.1811
2018-06-05,3845.3164,5779.0778,176.697,197.2463,133.8724,163.1599,133.8417,240.0579
2018-06-06,3837.3511,5774.2575,176.7024,197.2088,133.3602,164.921,133.5973,239.7919
2018-06-07,3831.0128,5738.0176,176.6174,197.1491,133.0742,165.643,134.4335,243.8293
2018-06-08,3779.6159,5669.3031,176.8973,197.0778,130.5671,164.7157,133.4516,242.4346
2018-06-11,3779.9818,5632.3566,176.7878,197.0112,130.9211,165.4193,133.8124,241.2856
2018-06-12,3825.9534,5693.3461,176.4593,196.9852,130.6829,165.8723,134.0477,247.7129
2018-06-13,3788.3391,5607.0173,176.6867,196.9552,130.6887,165.0909,131.344,244.71
2018-06-14,3773.3655,5586.9314,177.1264,196.9897,130.8262,165.8717,131.2325,247.3546
2018-06-15,3753.4338,5483.9446,177.4715,197.0042,130.8498,165.731,131.3001,249.5459
2018-06-19,3621.1166,5141.7095,177.9812,197.1764,129.3911,160.9007,127.4093,239.1779
2018-06-20,3635.4436,5198.3935,177.6156,197.1718,129.8246,161.7475,128.2885,242.0404
2018-06-21,3592.965,5089.2522,177.919,197.2008,129.5289,161.2533,127.8502,240.8068
2018-06-22,3608.9046,5160.1228,178.068,197.0791,129.1583,161.6455,128.2,239.1135
2018-06-25,3560.4777,5125.0333,177.9987,197.0453,129.8432,161.0822,128.3814,238.7007
2018-06-26,3531.1112,5160.2829,178.0181,196.9667,130.3377,160.2404,128.6818,234.7049
2018-06-27,3459.2621,5109.4975,178.3174,196.9625,131.5592,160.4251,130.2275,235.403
2018-06-28,3423.5255,5055.1093,178.6526,197.0175,131.3116,161.7267,130.1943,238.8771
2018-06-29,3510.9845,5217.7643,179.2994,197.0325,132.024,162.9451,131.7392,243.0604
2018-07-02,3407.9638,5138.7826,179.3999,197.228,132.4398,161.0255,130.9948,236.4473
2018-07-03,3409.2801,5197.1313,179.1917,197.3091,131.8617,161.3685,131.7044,237.4916
2018-07-04,3363.7473,5121.3436,179.0755,197.3408,131.0077,159.7737,131.4589,237.7994
2018-07-05,3342.4379,4982.7627,179.135,197.5147,130.824,158.4679,130.8445,235.7677
2018-07-06,3365.1227,4996.6299,178.9888,197.5959,130.611,158.528,130.8351,235.493
2018-07-09,3459.1837,5107.5507,178.7766,197.6944,130.6653,159.889,131.7405,237.6272
2018-07-10,3467.5155,5136.5326,178.7731,197.7143,129.5558,159.6381,131.7626,237.0244
2018-07-11,3407.5297,5036.1565,179.1633,197.7441,129.0437,157.8494,131.3855,237.7156
2018-07-12,3481.0559,5172.5032,179.0843,197.776,128.9309,160.2439,131.8987,239.0739
2018-07-13,3492.6897,5204.1855,179.4337,197.7452,128.4423,159.3583,131.6352,234.9727
2018-07-16,3472.0859,5195.2002,179.6124,197.8602,128.7789,158.964,131.4972,234.1302
2018-07-17,3449.3773,5196.1969,179.6579,197.8143,129.472,158.54,131.3924,234.6464
2018-07-18,3431.3227,5156.6363,179.8331,197.8333,129.4724,158.0936,131.744,233.2721
2018-07-19,3428.343,5111.3271,180.1344,198.0795,129.9435,158.9018,132.018,235.8043
2018-07-20,3492.8938,5175.2516,179.4131,198.2963,129.6421,159.534,132.8144,238.4085
2018-07-23,3525.7503,5214.0038,179.3962,198.4661,129.4954,160.6932,132.5243,239.5975
2018-07-24,3581.7057,5304.641,178.9153,198.7099,129.7549,160.4773,133.6541,241.8616
2018-07-25,3577.7522,5308.6569,178.8664,198.8214,130.2152,161.6909,134.3397,243.9625
2018-07-26,3536.2456,5273.4789,179.2051,199.1536,130.8836,161.8102,134.4495,242.8932
2018-07-27,3521.2269,5249.2904,179.4082,199.2723,130.8466,163.4483,134.9482,246.2564
2018-07-30,3515.0794,5185.151,179.3977,199.528,131.9094,162.5374,136.8172,248.9879
2018-07-31,3517.6568,5188.7166,179.9211,199.7005,132.1783,163.7435,136.832,247.9006
2018-08-01,3447.3882,5105.3741,180.0409,199.9701,131.3194,162.7671,136.9612,246.9848
2018-08-02,3370.9579,4996.012,180.0674,200.1353,131.5135,161.9905,138.9377,248.6259
2018-08-03,3315.2839,4929.75,180.3136,200.2798,131.2077,162.5484,140.7529,255.6337
2018-08-06,3273.2728,4825.2508,180.3243,200.6043,132.6156,164.0714,143.2216,260.7391
2018-08-07,3368.8695,4956.8718,180.0864,200.8862,133.2128,164.9138,144.2181,262.2229
2018-08-08,3314.5075,4880.5694,179.6709,201.0503,134.4825,164.8109,145.5448,261.0944
2018-08-09,3397.5298,5004.7733,179.3878,201.057,134.5878,165.6348,145.4352,262.3991
2018-08-10,3405.0191,5030.5148,179.2919,200.9851,134.6145,164.2186,145.9399,259.9727
2018-08-13,3390.3441,5055.2753,178.9524,200.9193,133.3155,166.153,147.4064,265.3951
2018-08-14,3372.9137,5037.8831,179.2807,200.8217,133.6566,164.5558,148.3726,263.311
2018-08-15,3291.976,4932.8063,179.0277,200.8199,133.8705,163.3581,148.5674,264.4067
2018-08-16,3276.7276,4888.3712,178.6819,200.8167,132.8097,161.1015,149.5234,265.6239
2018-08-17,3229.6198,4803.0285,178.2833,200.7467,132.7147,162.7356,148.1906,272.8335
2018-08-20,3267.2498,4832.6512,178.364,200.8078,132.8639,164.5974,151.1557,272.5764
2018-08-21,3326.6489,4891.9801,178.3499,200.6218,132.9473,164.3979,153.2308,266.5271
2018-08-22,3307.9545,4837.0183,178.6349,200.5934,133.372,163.2974,154.09,270.6585
2018-08-23,3320.0257,4863.6651,178.6699,200.7299,131.9282,162.5569,152.2256,264.5989
2018-08-24,3325.3347,4852.2887,178.5597,200.8764,132.2654,164.071,151.2772,268.1095
2018-08-27,3406.5735,4960.0655,178.5159,201.0241,130.7165,162.6599,152.7002,265.608
2018-08-28,3400.1705,4974.2072,178.6715,201.0027,131.1068,163.5151,154.3991,269.3813
2018-08-29,3386.5736,4941.9607,178.6772,201.0094,130.4372,162.4517,153.9978,268.4666
2018-08-30,3351.0942,4867.1214,179.0709,201.0866,131.1445,162.4594,154.4655,263.6892
2018-08-31,3334.5036,4814.8237,179.1064,201.1879,135.7345,161.5754,153.499,262.0801
2018-09-03,3321.8248,4838.873,178.9586,201.2297,136.1705,160.6014,152.7843,256.9067
2018-09-04,3363.8984,4890.2806,178.8119,201.2786,135.8064,160.1348,151.632,258.4805
2018-09-05,3298.1412,4815.0343,178.785,201.324,135.6981,159.0251,151.5679,258.8432
2018-09-06,3262.8808,4793.3454,178.752,201.4369,136.0023,160.5223,151.8914,263.3698
2018-09-07,3277.6438,4791.7779,178.6443,201.4749,135.7041,160.3827,151.507,260.4996
2018-09-10,3230.0681,4704.8782,178.3666,201.5804,136.6915,161.2301,152.7299,267.861
2018-09-11,3224.2116,4702.9032,178.1486,201.5724,136.739,159.4387,149.603,257.2581
2018-09-12,3202.0248,4693.9743,178.3126,201.5674,136.5329,158.8206,150.729,255.0688
2018-09-13,3236.5662,4721.2121,178.4011,201.5813,135.5891,160.6918,150.8178,255.9357
2018-09-14,3242.0902,4670.0799,178.5715,201.6263,135.9693,160.71,149.6809,257.1019
2018-09-17,3204.9224,4602.3901,178.6766,201.7941,136.4002,159.7138,149.099,257.0265
2018-09-18,3269.4319,4683.5056,178.596,201.8722,136.0825,161.3091,148.5098,258.0174
2018-09-19,3312.4823,4736.8934,178.2747,201.907,135.7985,162.1465,148.5398,260.6908
2018-09-20,3310.1258,4733.4806,177.9983,201.9157,135.6961,161.9148,150.2633,260.1776
2018-09-21,3410.4856,4805.2151,178.2659,201.9018,130.2469,162.669,149.8051,264.5187
2018-09-25,3379.8043,4792.5507,178.3859,202.0604,136.1197,161.9787,149.6909,260.0914
2018-09-26,3417.2413,4815.6306,178.6477,202.1046,137.1369,162.1557,148.9943,258.6554
2018-09-27,3403.5902,4755.3803,178.9857,202.1691,136.3079,160.8572,148.5389,256.5078
2018-09-28,3438.8649,4800.7287,179.0851,202.2433,136.7554,160.1192,149.2672,257.2701
2018-10-08,3290.8988,4646.4929,179.2669,202.5932,138.3924,160.5817,150.9161,264.6429
2018-10-09,3288.6906,4634.8939,179.2869,202.6299,139.4978,162.5337,154.8119,270.3373
2018-10-10,3281.5978,4629.8877,179.3614,202.7548,139.5788,163.1853,154.6075,274.2423
2018-10-11,3124.1139,4307.4208,179.8718,202.8368,138.217,161.8039,151.5324,272.7726
2018-10-12,3170.7262,4278.0353,179.8478,202.9529,138.4172,163.7733,152.2432,277.9604
2018-10-15,3126.4516,4199.1532,179.8889,203.1047,138.091,163.5367,151.2878,273.425
2018-10-16,3100.9738,4099.6831,180.0173,203.2236,137.73,162.5064,149.1778,271.9731
2018-10-17,3118.2463,4133.3832,179.9837,203.305,138.3283,163.9375,149.427,277.1599
2018-10-18,3044.3918,4018.4614,180.3974,203.453,137.5793,162.364,146.9946,269.4069
2018-10-19,3134.9455,4127.9854,180.2659,203.5015,137.0976,162.4122,146.48,264.6298
2018-10-22,3270.2732,4333.1445,180.0898,203.6573,136.7579,163.9039,146.1766,265.1182
2018-10-23,3183.4257,4253.5561,180.2556,203.7101,136.2318,163.1501,145.8287,266.7025
2018-10-24,3188.2018,4245.4884,180.6346,203.7527,136.0964,165.0206,145.6139,269.412
2018-10-25,3194.3084,4234.4208,180.6987,203.7963,135.7575,164.4124,142.998,270.3248
2018-10-26,3173.635,4233.9585,180.753,203.845,136.195,164.2352,143.2422,268.4438
2018-10-29,3076.8889,4162.5255,181.1932,204.0304,135.4519,163.29,141.7751,264.3656
2018-10-30,3110.2605,4204.5424,181.1833,204.1941,134.9051,162.995,141.6729,266.1299
2018-10-31,3153.8234,4272.5518,181.2603,204.1917,134.8021,161.4454,141.3995,264.5776
2018-11-01,3177.0338,4298.9837,181.4484,204.3033,133.7025,159.5262,139.917,261.1274
2018-11-02,3290.2455,4437.9456,180.9094,204.3084,131.634,160.4953,139.8938,260.2213
2018-11-05,3262.8351,4440.8274,181.1192,204.4318,132.6701,160.3865,139.2808,263.5701
2018-11-06,3243.1504,4438.0965,181.4205,204.4878,133.1472,159.4574,138.7922,263.0198
2018-11-07,3221.9101,4415.136,181.7568,204.6348,133.1472,158.4305,137.5308,261.0979
2018-11-08,3212.7737,4382.3286,181.7661,204.7881,132.6773,158.9496,137.6736,260.0128
2018-11-09,3167.4442,4368.6143,181.8309,204.9098,132.4844,158.0682,136.0672,257.7558
2018-11-12,3205.1407,4481.6881,181.8495,205.0704,132.0502,156.512,135.7547,253.3412
2018-11-13,3237.3823,4563.5351,181.9477,205.1511,131.5853,156.3944,135.7607,250.8235
2018-11-14,3204.9427,4545.5089,182.634,205.3441,130.8654,156.2171,134.2438,253.9109
2018-11-15,3242.3715,4619.8141,182.9293,205.4709,130.9268,157.0721,134.6046,256.2829
2018-11-16,3257.6735,4659.0965,183.4702,205.6399,132.4161,157.4649,135.887,257.7021
2018-11-19,3294.6031,4670.737,183.3883,205.8853,131.4315,157.7114,135.0499,254.2185
2018-11-20,3218.4076,4537.4493,183.3095,206.0268,131.0604,156.297,132.5629,250.3638
2018-11-21,3226.4918,4554.6747,183.3725,206.0559,131.8251,156.2603,130.5288,249.2346
2018-11-22,3214.4273,4551.3264,183.2868,206.1156,131.2003,155.5409,129.4468,246.8159
2018-11-23,3143.4752,4374.7644,183.3157,206.1597,130.6609,153.1899,126.9171,240.6275
2018-11-26,3141.2434,4367.4619,183.1133,206.2339,129.2106,150.9641,126.543,232.1731
2018-11-27,3137.2413,4387.6515,183.2592,206.2617,128.4798,149.853,125.2092,228.742
2018-11-28,3178.9326,4441.8569,183.4925,206.4199,128.936,150.7323,127.8352,231.6575
2018-11-29,3137.6542,4345.703,183.7164,206.4924,128.6973,151.167,127.0531,231.0399
2018-11-30,3172.69,4376.6511,183.5885,206.5616,129.0814,151.1368,127.5068,230.7697
2018-12-03,3260.9502,4515.1735,183.6062,206.7156,128.5426,153.0041,128.2265,238.3781
2018-12-04,3267.7095,4536.2104,184.2738,206.7575,127.5578,153.3991,130.0243,240.3597
2018-12-05,3252.0041,4502.7021,184.5291,207.0005,127.9808,153.9549,131.8122,240.8359
2018-12-06,3181.673,4411.0884,184.7138,206.9784,128.213,152.5621,130.7145,236.8904
2018-12-07,3181.5646,4410.9593,184.7573,207.1572,127.7026,153.3209,132.6148,243.7101
2018-12-10,3144.7631,4359.3122,185.1,207.2654,127.4001,152.1937,131.0839,238.2439
2018-12-11,3159.8158,4395.5702,185.1453,207.302,127.0867,152.3326,129.1264,234.3397
2018-12-12,3170.6092,4393.324,185.1725,207.3461,127.414,151.9412,129.6532,233.9561
2018-12-13,3219.6924,4443.1572,184.4936,207.3328,127.0517,153.3376,130.5632,236.9668
2018-12-14,3165.9109,4337.1025,184.394,207.2957,126.4241,153.007,131.3755,236.5804
2018-12-17,3161.1966,4330.6465,183.751,207.2844,126.7449,153.8283,132.1019,235.5835
2018-12-18,3128.4265,4307.2675,183.863,207.1875,126.9226,153.6435,132.1926,231.0213
2018-12-19,3091.1255,4247.8991,184.1291,207.2615,126.9992,152.8825,131.7028,229.5866
2018-12-20,3067.4169,4259.7614,184.6159,207.4047,126.9786,153.7603,131.5738,229.3387
2018-12-21,3029.3951,4231.144,184.6369,207.4334,126.2634,154.429,129.8679,229.7774
2018-12-24,3038.1981,4274.7218,184.5071,207.5051,125.3257,153.2734,128.6559,228.9369
2018-12-25,3017.2815,4225.5124,184.695,207.5566,124.8512,152.4251,125.8199,220.0001
2018-12-26,3002.0327,4208.4053,184.8927,207.5262,125.0406,152.7009,126.3028,219.8272
2018-12-27,2990.5057,4161.2702,185.3298,207.5455,124.5735,152.4377,127.4045,220.2732
2018-12-28,3010.6536,4168.0363,185.9009,207.8067,124.7463,152.9327,126.7304,219.2125
2019-01-02,2969.5353,4131.9567,186.8263,208.1555,125.302,151.3162,125.8968,216.1974
2019-01-03,2964.8421,4112.807,187.0081,208.4153,125.5424,152.401,127.2185,220.7532
2019-01-04,3035.8741,4210.8786,187.016,208.6141,126.3307,153.457,130.4862,222.418
2019-01-07,3054.303,4288.3234,186.9396,208.8378,126.3295,154.1953,129.9813,224.7874
2019-01-08,3047.7035,4277.2967,187.4393,209.0809,126.4566,153.7476,129.6759,223.0979
2019-01-09,3078.4759,4288.7717,187.4631,209.1396,126.4768,154.1378,130.7556,223.221
2019-01-10,3072.6864,4281.8606,187.4295,209.3062,126.1759,153.8798,130.2117,222.7487
2019-01-11,3094.7782,4314.8757,187.4741,209.376,125.2807,153.8856,130.737,226.9991
2019-01-14,3067.7845,4286.5474,187.2604,209.5116,127.3252,153.7156,130.2111,227.8139
2019-01-15,3127.9904,4347.3555,187.2747,209.5077,124.5442,153.5236,130.3343,230.1415
2019-01-16,3128.6517,4336.8779,187.8957,209.5798,123.987,154.3371,131.3737,231.8907
2019-01-17,3111.4168,4303.7308,188.0427,209.7218,123.9956,154.5439,130.773,231.8918
2019-01-18,3168.1739,4347.8112,188.0014,209.7945,124.8655,156.7614,132.3191,235.4411
2019-01-21,3185.6364,4373.6333,187.8686,209.8754,126.4862,156.8452,134.535,233.3156
2019-01-22,3143.3171,4308.2518,187.8867,209.9092,126.0292,156.0066,132.8671,231.3388
2019-01-23,3141.0532,4315.6846,187.7885,209.8941,126.1247,156.3685,132.8781,233.3586
2019-01-24,3158.7817,4338.17,187.6243,209.9223,126.5904,156.7324,132.6288,231.9744
2019-01-25,3184.4696,4318.4417,187.6625,209.7528,126.8174,157.1374,133.1682,233.6926
2019-01-28,3183.7777,4307.2196,187.5975,209.8547,127.2077,158.0485,131.9983,233.266
2019-01-29,3193.9698,4254.2875,187.7061,209.8976,126.6693,158.3154,131.4309,231.8574
2019-01-30,3168.4829,4211.6235,187.9509,209.9929,126.3924,159.7788,132.2857,231.5783
2019-01-31,3201.6331,4176.4739,188.0906,210.1253,126.7377,160.6425,133.3996,237.3524
2019-02-01,3247.3971,4294.2696,188.1021,210.2561,126.7635,162.6769,134.0168,242.0217
2019-02-11,3306.4725,4402.8668,188.6402,210.6082,127.5843,163.7388,132.8907,240.0791
2019-02-12,3330.3353,4439.485,188.6549,210.7893,127.787,162.5634,134.3833,241.0547
2019-02-13,3397.0276,4512.4088,188.6052,210.8745,127.3692,161.1395,132.8351,238.0524
2019-02-14,3402.1403,4532.1699,188.5348,210.9839,126.9969,161.328,133.7213,239.6702
2019-02-15,3338.7047,4502.7348,188.5487,211.076,126.5116,159.9693,132.0648,236.417
2019-02-18,3445.7448,4660.999,188.1705,211.2893,126.8011,162.0099,133.067,237.7602
2019-02-19,3439.6078,4667.2836,188.1067,211.3057,127.6314,162.3436,135.9638,238.5002
2019-02-20,3451.9273,4667.6243,188.2294,211.4058,126.5233,162.6886,136.3465,240.866
2019-02-21,3442.7056,4659.1431,188.0793,211.4688,126.4024,162.5744,136.1235,242.7554
2019-02-22,3520.1182,4777.2977,187.9436,211.458,127.1409,163.667,136.8698,245.1955
2019-02-25,3729.4831,5044.3466,187.558,211.4726,126.3601,163.254,136.3558,243.4591
2019-02-26,3684.6935,5038.5435,187.2952,211.3085,125.6313,162.9698,136.3746,243.9326
2019-02-27,3678.3921,5017.8842,187.6052,211.314,124.5776,162.5556,135.5718,243.7173
2019-02-28,3669.3703,5025.2913,187.5787,211.3063,125.0199,163.4347,135.6508,244.1522
2019-03-01,3749.7143,5067.225,187.3536,211.2459,126.458,165.4144,139.1293,249.8414
2019-03-04,3794.104,5158.2467,187.2364,211.1882,125.9978,164.3508,138.6017,244.7684
2019-03-05,3816.0132,5295.2878,187.1273,211.0674,126.0753,163.5975,138.253,242.78
2019-03-06,3848.0903,5390.0294,187.259,211.0059,126.7967,162.7557,138.9678,241.3552
2019-03-07,3808.8497,5458.6153,187.7819,211.0964,126.7749,163.2933,137.2176,241.7236
2019-03-08,3657.579,5245.6999,187.9673,211.2271,126.6912,162.0786,135.6901,236.3866
2019-03-11,3729.9546,5456.381,187.9899,211.4104,126.4365,161.4206,135.6571,231.8614
2019-03-12,3755.3519,5551.0029,187.963,211.4265,125.8517,163.0002,136.2745,234.9942
2019-03-13,3724.1941,5424.8642,187.9831,211.4579,125.7707,162.388,135.2434,233.9527
2019-03-14,3698.4858,5298.5024,187.9749,211.4984,125.9273,162.9095,134.7749,235.6188
2019-03-15,3745.005,5359.0087,187.9806,211.4747,125.5044,162.3427,132.789,234.863
2019-03-18,3851.7479,5501.183,188.0797,211.5641,126.1084,162.4465,131.3618,232.8581
2019-03-19,3833.9626,5522.1801,188.0967,211.5624,125.9092,163.0664,131.7422,232.7316
2019-03-20,3835.4397,5515.7856,188.0594,211.5413,125.8158,161.8848,131.9758,232.7855
2019-03-21,3836.8913,5589.478,188.1885,211.5915,125.7667,162.4101,132.214,233.097
2019-03-22,3833.8013,5622.1402,188.4299,211.6888,125.6545,161.8373,132.293,235.4307
2019-03-25,3742.8252,5549.6711,188.7463,211.8891,124.95,160.1331,130.858,233.117
2019-03-26,3700.4388,5394.8787,188.9653,211.9719,125.0054,160.3198,130.5662,232.8196
2019-03-27,3743.3878,5447.8795,188.8785,212.0749,125.2232,160.6091,129.7797,231.7132
2019-03-28,3728.3953,5370.1234,189.0059,212.0848,123.7382,160.0773,128.5888,232.4679
2019-03-29,3872.3412,5547.6561,189.0089,212.1791,123.6602,161.4599,129.6658,234.0373
2019-04-01,3973.928,5757.8379,188.3088,212.2815,124.0161,163.5816,131.2262,238.1357
2019-04-02,3971.2852,5775.5497,187.9148,212.163,125.0891,163.7638,130.7823,237.4943
2019-04-03,4022.1566,5836.0369,187.1276,212.152,125.6825,165.3067,131.4389,240.291
2019-04-04,4062.2309,5871.5575,186.8582,212.0489,125.678,165.1089,132.3119,240.6299
2019-04-08,4057.2286,5847.6296,187.1515,212.0996,125.9615,166.9327,133.9439,243.7959
2019-04-09,4075.4301,5858.0464,186.7147,212.036,125.9326,167.2093,133.1446,240.7247
2019-04-10,4085.847,5850.7609,186.7135,212.0065,126.3268,166.9799,134.03,239.6319
2019-04-11,3997.5778,5727.1749,186.9174,212.0024,126.2675,166.9918,134.2676,239.0516
2019-04-12,3988.6168,5714.3676,186.4343,212.0988,125.7956,166.3197,134.3758,240.2654
2019-04-15,3975.5244,5655.9825,185.9711,211.9028,126.6551,166.6506,133.567,241.3332
2019-04-16,4085.7891,5777.0111,185.6479,211.7973,126.5581,165.496,132.8866,242.0623
2019-04-17,4087.2398,5807.7288,185.7046,211.6982,126.2871,164.8201,132.5599,241.3182
2019-04-18,4072.0753,5775.171,186.0278,211.7217,125.4533,163.3037,129.3484,238.5164
2019-04-19,4120.6078,5810.1798,185.9168,211.8671,126.2226,163.8897,129.9018,241.6585
2019-04-22,4025.6109,5723.0417,185.4477,211.9753,126.4365,164.1773,130.388,241.8123
2019-04-23,4019.0053,5628.0624,185.5202,211.9409,126.2198,163.8218,130.8611,242.9443
2019-04-24,4030.0887,5679.7256,185.2104,211.9877,125.4408,162.5497,130.4248,243.5813
2019-04-25,3941.816,5458.4194,185.3459,211.9727,124.7348,162.7613,130.4242,243.7373
2019-04-26,3889.2748,5408.0306,185.3912,212.0238,123.6826,163.0442,128.8472,242.7532
2019-04-29,3900.3339,5265.6011,185.3704,212.1037,123.7433,163.7853,128.9055,244.4593
2019-04-30,3913.211,5307.56,185.6633,212.1465,123.2779,164.2172,130.9543,245.5321
2019-05-06,3684.6168,4908.7984,186.2469,212.4875,122.9909,162.0437,130.0615,245.7343
2019-05-07,3720.6684,4973.4043,186.2422,212.6441,124.1308,163.0668,131.2462,249.2104
2019-05-08,3667.4574,4947.7419,186.4337,212.8118,124.1038,161.9744,130.7085,249.9741
2019-05-09,3599.7001,4888.4128,186.8767,212.9731,125.6808,161.531,129.9847,249.8323
2019-05-10,3730.4513,5064.323,186.9665,213.1051,125.3794,162.4594,130.1839,250.9268
2019-05-13,3668.7255,5005.9044,187.3935,213.3152,125.2199,161.8901,129.3918,248.9145
2019-05-14,3645.1503,4965.6124,187.2299,213.4594,124.046,161.2418,126.0078,245.0803
2019-05-15,3727.0923,5076.555,187.3319,213.5729,125.6808,162.6721,127.2944,249.0036
2019-05-16,3743.9635,5108.3588,187.5029,213.6826,126.976,163.8737,130.0318,249.3892
2019-05-17,3648.7609,4942.5792,187.533,213.7443,126.8612,164.6025,129.5694,250.7231
2019-05-20,3617.7924,4923.5589,187.5672,213.9374,127.2211,164.3021,129.6541,251.6823
2019-05-21,3666.7762,5009.8725,187.3332,213.9615,128.2583,165.949,131.5762,257.4998
2019-05-22,3649.3796,4976.3929,187.1079,213.9216,126.7786,165.4829,129.2381,257.9835
2019-05-23,3583.9646,4872.9202,187.2377,213.9978,126.1657,164.6871,126.7351,254.9608
2019-05-24,3593.9139,4841.7573,187.2735,214.0242,126.902,166.0209,126.5025,257.8284
2019-05-27,3637.1971,4962.947,186.9055,214.0498,127.3203,166.6741,127.1573,252.4611
2019-05-28,3672.2605,4955.4855,187.1877,213.9611,127.7235,166.4561,127.9149,251.3156
2019-05-29,3663.909,4956.8638,187.5599,214.0468,130.0316,165.3739,129.3019,250.3172
2019-05-30,3641.1833,4926.403,187.7203,214.1,128.6016,164.236,127.7102,249.6173
2019-05-31,3629.7893,4912.0005,187.8357,214.2263,128.9073,163.503,127.9236,243.612
2019-06-03,3632.0127,4853.8153,188.2938,214.3719,127.9682,162.2694,124.7024,239.9023
2019-06-04,3598.4666,4795.4129,188.6394,214.4026,129.1731,163.1136,124.591,242.3514
2019-06-05,3597.105,4783.8245,188.5964,214.4811,128.5693,163.4378,124.5608,241.3734
2019-06-06,3564.6778,4678.7844,188.8058,214.5513,126.4719,162.6623,125.3575,243.1864
2019-06-10,3610.7435,4725.2643,188.7634,214.6634,126.6717,163.1636,126.4959,243.6825
2019-06-11,3719.2759,4901.4723,188.2944,214.6588,127.0615,165.9828,127.5533,250.3958
2019-06-12,3691.0957,4863.4922,188.3748,214.5671,126.6965,165.4238,125.2643,243.3199
2019-06-13,3685.3933,4877.6505,188.5332,214.4126,128.4488,166.4499,126.5901,245.3254
2019-06-14,3654.8799,4795.5267,188.7723,214.2616,127.9892,166.5658,125.2479,241.6845
2019-06-17,3654.8248,4802.8185,188.934,214.3578,128.8795,164.7787,124.8722,238.9336
2019-06-18,3667.6185,4797.1468,188.8068,214.3519,127.9458,165.7481,125.9555,238.5431
2019-06-19,3715.9381,4858.9164,188.7076,214.408,127.2533,167.235,126.8783,239.6776
2019-06-20,3828.5183,4954.7338,188.7995,214.4237,127.0082,169.2989,127.918,241.556
2019-06-21,3833.9383,5021.3051,188.7973,214.5298,126.9603,168.7988,127.2142,242.3018
2019-06-24,3841.2659,5024.2046,188.7744,214.6423,127.2276,169.3931,127.4271,242.1961
2019-06-25,3801.3098,4974.9882,188.8274,214.6285,127.4289,170.7193,127.0729,242.6403
2019-06-26,3794.331,4962.5936,188.8239,214.7433,126.8426,170.7041,128.3345,243.3383
2019-06-27,3834.8172,5007.4833,188.7615,214.817,127.1098,171.1448,127.5438,240.4543
2019-06-28,3825.5873,4950.4798,189.0311,214.8863,127.1042,172.2009,126.244,242.4048
2019-07-01,3935.8116,5100.2619,189.0301,215.0919,127.0704,172.5264,128.8753,247.7912
2019-07-02,3937.1691,5084.41,189.67,215.1385,126.4875,171.6608,130.5946,246.055
2019-07-03,3893.5341,5040.7227,190.0027,215.2391,125.9775,172.0617,129.0088,242.7446
2019-07-04,3873.1019,5025.0207,190.0481,215.3117,126.4933,171.1402,127.5706,245.7174
2019-07-05,3893.2025,5042.6599,189.9119,215.3422,127.0888,169.7966,127.2306,245.5707
2019-07-08,3802.7897,4870.7807,189.9065,215.4354,127.2128,170.4309,126.8505,246.0239
