,000300.SH,000905.SH,CBA00651.CS,CBA04031.CS,H11062.CSI,H11063.CSI,H11064.CSI,H11065.CSI
2009-07-15,3493.305,3848.632,131.9318,117.6836,124.3,127.94,139.4,186.37
2009-07-16,3501.24,3829.207,131.3543,117.2733,123.76,128.43,140.01,186.74
2009-07-17,3519.809,3852.863,130.9118,116.9868,123.64,129.25,142.58,186.58
2009-07-20,3591.123,3919.426,130.9548,117.0209,125.02,134.09,144.96,189.17
2009-07-21,3539.832,3824.288,131.0989,117.1347,123.99,132.77,143.74,188.1
2009-07-22,3606.924,3894.563,131.1952,117.2041,124.13,132.55,144.43,187.51
2009-07-23,3651.969,3933.113,131.2323,117.1814,124.02,133.63,145.18,188.34
2009-07-24,3667.556,3907.967,130.911,117.2674,123.59,134.9,147.57,190.19
2009-07-27,3743.626,3972.644,130.848,117.3722,122.74,138.85,149.78,191.63
2009-07-28,3755.818,4022.91,131.2522,117.3496,123.86,138.43,150.99,191.62
2009-07-29,3558.508,3764.64,131.1208,117.274,123.88,132.86,149.04,186.94
2009-07-30,3634.818,3803.124,131.0439,117.4631,124.14,134.04,151.0,187.14
2009-07-31,3734.622,3928.584,130.72,117.4076,126.27,139.68,156.32,189.78
2009-08-03,3787.033,4020.266,130.6072,117.3388,129.34,144.52,160.02,195.86
2009-08-04,3786.615,4069.346,130.7921,117.3061,129.7,145.83,159.84,195.4
2009-08-05,3740.936,4069.338,131.0009,117.1976,129.71,146.7,159.81,195.41
2009-08-06,3663.12,4015.421,130.9098,117.2056,128.71,146.74,160.79,195.35
2009-08-07,3555.095,3893.125,130.9275,117.1812,128.85,143.06,156.67,193.98
2009-08-10,3544.539,3933.047,130.938,117.1458,132.08,148.2,159.77,204.39
2009-08-11,3556.375,3953.293,130.9726,117.0797,134.15,147.39,163.8,206.02
2009-08-12,3397.4,3770.137,130.8137,117.1353,135.04,144.73,162.41,206.1
2009-08-13,3440.82,3778.14,130.6877,117.1657,136.93,150.73,165.04,210.9
2009-08-14,3344.462,3609.698,130.7829,117.1231,134.79,151.04,163.29,207.47
2009-08-17,3140.271,3358.103,130.9466,117.1649,132.66,144.3,156.73,197.91
2009-08-18,3171.986,3424.775,131.2125,117.1625,133.2,145.98,155.59,196.58
2009-08-19,3014.568,3247.526,131.3082,117.1815,130.05,141.9,152.5,196.63
2009-08-20,3144.39,3374.351,131.4063,117.3125,131.06,145.04,155.83,201.99
2009-08-21,3203.624,3468.042,131.4502,117.3621,129.97,143.0,154.18,199.0
2009-08-24,3229.6,3541.804,131.5824,117.286,133.15,149.53,158.97,205.95
2009-08-25,3109.83,3485.924,131.5837,117.2927,133.19,149.14,156.25,203.78
2009-08-26,3172.386,3595.115,131.5786,117.3416,133.17,150.64,157.78,205.25
2009-08-27,3156.301,3629.513,131.5851,117.2539,133.96,149.61,156.87,203.43
2009-08-28,3046.781,3531.41,131.7204,117.2682,135.62,151.96,158.83,205.55
2009-08-31,2830.271,3277.997,131.8033,117.256,132.58,148.55,152.7,199.43
2009-09-01,2843.7,3245.274,131.8483,117.3896,131.64,148.99,152.42,201.13
2009-09-02,2890.926,3265.074,131.824,117.4629,129.55,144.2,147.08,198.21
2009-09-03,3051.964,3427.442,131.8636,117.377,130.78,147.81,150.09,199.98
2009-09-04,3077.142,3489.063,131.8773,117.1623,129.54,150.35,151.41,198.69
2009-09-07,3104.208,3527.254,132.2589,117.1983,127.64,150.3,153.02,198.28
2009-09-08,3170.967,3592.806,132.2595,117.2427,129.83,151.32,153.05,200.72
2009-09-09,3194.909,3613.41,132.2467,117.3169,129.3,151.76,154.4,205.11
2009-09-10,3162.914,3581.683,132.0873,117.3373,129.49,151.86,154.83,204.95
2009-09-11,3238.133,3641.816,131.8907,117.3357,129.49,149.17,153.67,203.12
2009-09-14,3293.394,3736.576,131.7911,117.2823,128.25,145.24,147.03,194.85
2009-09-15,3302.642,3775.213,131.7735,117.3278,129.05,147.15,145.75,195.76
2009-09-16,3258.236,3781.064,131.8639,117.3161,130.45,148.47,147.47,199.32
2009-09-17,3320.096,3868.667,131.7353,117.2126,131.66,150.57,146.24,200.37
2009-09-18,3199.689,3739.732,131.6939,117.1244,131.16,148.18,144.31,197.51
2009-09-21,3208.604,3804.331,131.3575,117.0546,131.04,148.47,145.33,197.63
2009-09-22,3131.026,3708.199,131.1951,117.0036,130.77,148.15,144.07,197.21
2009-09-23,3060.069,3595.706,131.1321,116.8296,129.59,147.04,140.71,195.87
2009-09-24,3080.926,3568.669,131.0137,116.6769,128.47,147.05,142.22,193.22
2009-09-25,3058.528,3536.811,131.0328,116.6362,128.43,144.49,142.13,190.33
2009-09-28,2972.643,3434.655,131.082,116.5845,127.27,140.96,138.27,186.53
2009-09-29,2972.286,3372.074,131.0724,116.5213,128.26,142.84,141.11,187.79
2009-09-30,3004.805,3400.623,131.0993,116.5424,128.24,146.87,147.62,188.74
2009-10-09,3163.708,3576.444,130.7701,116.5824,128.85,149.29,152.41,194.96
2009-10-12,3151.632,3597.863,130.4463,116.2063,129.82,149.92,154.08,197.84
2009-10-13,3198.517,3659.081,130.3198,116.0378,129.76,149.77,155.53,197.1
2009-10-14,3227.399,3692.648,130.0115,115.8543,130.43,150.56,155.83,200.56
2009-10-15,3239.643,3704.404,130.1566,115.8523,129.53,149.36,153.52,200.17
2009-10-16,3241.709,3716.897,130.1481,115.835,130.87,149.49,155.61,202.15
2009-10-19,3329.158,3808.181,130.0285,115.9478,132.14,151.22,158.87,202.38
2009-10-20,3377.574,3865.832,129.9705,115.9881,131.64,153.01,159.48,203.84
2009-10-21,3369.285,3839.947,130.0469,115.9911,131.05,152.42,157.1,201.72
2009-10-22,3347.32,3855.768,129.9702,116.0629,131.13,153.6,156.21,202.88
2009-10-23,3413.252,3908.435,129.6459,116.0966,132.65,155.98,159.62,204.12
2009-10-26,3414.239,3911.653,129.6927,116.153,133.7,157.74,160.5,204.8
2009-10-27,3314.722,3807.976,129.6654,116.1993,132.61,156.0,160.19,203.29
2009-10-28,3329.327,3846.415,129.6897,116.1948,132.26,156.08,160.76,204.35
2009-10-29,3247.051,3777.505,129.63,116.2448,131.82,152.78,157.41,200.23
2009-10-30,3280.372,3827.683,129.798,116.2424,132.02,155.95,160.97,203.21
2009-11-02,3392.803,3955.783,129.8863,116.2664,132.46,154.96,159.18,202.04
2009-11-03,3435.425,4053.212,129.8896,116.3486,133.03,155.0,158.73,202.45
2009-11-04,3453.888,4083.482,129.9739,116.3561,133.37,156.29,159.5,203.34
2009-11-05,3464.318,4125.781,129.9633,116.3125,132.84,155.26,158.75,203.38
2009-11-06,3483.021,4145.137,129.9688,116.372,133.11,156.41,160.01,204.38
2009-11-09,3495.788,4176.188,130.0032,116.3935,133.63,157.04,161.38,204.74
2009-11-10,3503.776,4182.77,129.9742,116.3981,133.31,155.33,161.43,204.46
2009-11-11,3495.674,4199.549,130.2374,116.3868,133.72,155.62,164.63,203.72
2009-11-12,3499.992,4213.245,130.4452,116.4868,134.05,156.7,169.03,204.39
2009-11-13,3518.722,4267.008,130.4202,116.5284,134.49,156.77,169.87,203.91
2009-11-16,3625.798,4364.973,130.3743,116.5303,135.65,160.59,170.19,208.49
2009-11-17,3628.354,4387.552,130.4115,116.4626,135.3,161.8,171.67,208.02
2009-11-18,3630.229,4406.779,130.5791,116.3576,136.27,163.96,175.42,213.06
2009-11-19,3642.437,4476.138,130.9388,116.3835,136.39,163.41,176.9,211.96
2009-11-20,3631.013,4508.293,130.8859,116.3972,137.39,163.91,176.74,211.67
2009-11-23,3665.509,4591.339,130.9754,116.4686,140.45,167.85,179.89,215.54
2009-11-24,3548.08,4347.657,131.3238,116.5585,138.35,164.95,177.72,211.57
2009-11-25,3629.629,4512.08,131.2799,116.6424,139.83,167.12,181.2,213.2
2009-11-26,3485.773,4328.408,131.3315,116.6794,140.45,167.85,180.23,212.17
2009-11-27,3382.51,4215.338,131.7986,116.8425,137.88,163.58,174.19,206.31
2009-11-30,3511.669,4405.328,132.218,116.9732,141.97,166.43,176.73,209.61
2009-12-01,3560.831,4525.288,131.9318,116.9115,141.47,167.05,177.63,211.64
2009-12-02,3597.329,4591.384,131.8886,116.9027,142.18,169.31,180.47,212.94
2009-12-03,3590.876,4621.941,131.7637,117.0142,143.17,170.3,182.73,213.47
2009-12-04,3643.491,4506.082,131.7675,117.0531,143.79,170.1,184.45,216.28
2009-12-07,3668.832,4581.242,131.6881,117.1232,146.57,169.6,181.6,216.75
2009-12-08,3624.019,4571.764,131.5202,117.1303,147.04,169.84,181.6,216.86
2009-12-09,3554.478,4498.152,131.7008,117.2443,145.01,166.26,177.9,218.89
2009-12-10,3577.237,4536.557,131.7174,117.3397,143.8,165.55,176.15,214.38
2009-12-11,3575.02,4534.763,131.7173,117.4278,144.82,166.38,177.44,214.52
2009-12-14,3612.753,4513.594,131.7969,117.4576,144.3,168.45,177.72,214.41
2009-12-15,3583.341,4523.493,131.653,117.4991,145.63,168.39,177.99,215.61
2009-12-16,3560.723,4506.039,132.1372,117.5402,145.91,169.19,184.86,216.54
2009-12-17,3480.153,4364.926,132.0411,117.5952,145.63,169.98,185.71,215.62
2009-12-18,3391.735,4203.48,132.003,117.7188,144.28,169.61,188.04,216.59
2009-12-21,3396.622,4256.389,132.0971,117.7661,144.37,170.33,187.05,216.03
2009-12-22,3305.543,4136.822,132.0042,117.855,143.78,169.16,185.04,213.82
2009-12-23,3336.48,4210.173,132.0228,117.8853,144.11,169.96,186.27,213.62
2009-12-24,3438.817,4345.296,132.0852,117.9137,145.94,174.09,188.64,216.08
2009-12-25,3424.783,4376.193,132.0989,118.0162,146.1,175.59,188.86,215.59
2009-12-28,3478.433,4447.205,132.1825,118.1158,147.97,178.05,190.08,218.15
2009-12-29,3500.737,4463.604,132.1692,118.1865,147.79,178.43,190.54,219.92
2009-12-30,3558.857,4446.067,132.1812,118.2139,146.97,180.01,192.61,221.36
2009-12-31,3575.684,4485.255,132.1818,118.2696,149.13,182.76,194.56,222.04
2010-01-04,3535.229,4510.527,132.2548,118.3215,150.87,183.29,195.82,225.33
2010-01-05,3564.038,4557.475,132.2891,118.3423,151.11,185.12,197.96,233.1
2010-01-06,3541.727,4550.279,132.266,118.4754,152.0,187.91,199.02,233.79
2010-01-07,3471.456,4459.155,132.0969,118.5036,148.61,185.89,196.26,228.72
2010-01-08,3480.13,4514.452,131.9867,118.4954,146.23,184.29,197.55,228.59
2010-01-11,3482.052,4542.949,131.9436,118.5741,147.36,188.75,202.19,234.43
2010-01-12,3534.916,4639.632,131.9564,118.4702,145.98,187.75,201.03,231.48
2010-01-13,3421.144,4591.024,131.8156,118.4632,141.93,181.93,196.25,227.78
2010-01-14,3469.051,4714.1,131.6881,118.7143,143.01,184.02,199.49,229.44
2010-01-15,3482.738,4747.648,131.6843,118.8746,142.17,183.02,196.33,227.43
2010-01-18,3500.684,4829.062,131.738,118.9791,142.29,184.01,196.39,227.72
2010-01-19,3507.482,4830.016,132.0981,118.9982,142.69,185.62,199.34,228.63
2010-01-20,3394.434,4651.074,132.0494,119.3055,141.25,183.84,198.64,228.13
2010-01-21,3408.574,4667.209,132.0691,119.434,143.37,183.47,201.44,230.31
2010-01-22,3366.197,4537.88,132.1549,119.5743,142.6,179.04,194.86,228.17
2010-01-25,3328.014,4481.16,132.3378,119.6154,142.63,180.07,195.06,227.1
2010-01-26,3242.797,4294.383,132.6796,119.6994,141.64,178.13,191.87,225.02
2010-01-27,3198.566,4267.113,132.9009,119.7527,141.96,179.09,189.76,225.39
2010-01-28,3206.57,4336.381,132.7391,119.7633,139.43,174.08,185.89,226.34
2010-01-29,3204.155,4374.649,132.8956,119.7586,138.64,170.02,185.2,223.66
2010-02-01,3152.707,4331.366,133.2608,119.9543,137.46,168.4,184.37,219.96
2010-02-02,3146.189,4301.768,133.5425,120.0367,137.38,167.32,184.23,222.01
2010-02-03,3230.715,4363.079,133.7685,120.1537,140.11,171.22,188.55,224.23
2010-02-04,3218.802,4408.441,133.6897,120.2268,138.92,167.13,185.89,222.34
2010-02-05,3153.087,4311.293,133.9681,120.194,138.82,162.82,181.35,216.38
2010-02-08,3150.988,4310.894,133.803,120.401,139.95,164.08,181.44,216.15
2010-02-09,3169.19,4311.891,133.8833,120.6723,140.12,165.6,183.94,216.52
2010-02-10,3214.13,4366.25,133.9408,120.7412,141.01,168.94,188.22,217.15
2010-02-11,3220.398,4356.517,134.1005,120.7013,142.18,170.54,191.09,218.52
2010-02-12,3251.278,4416.219,134.0924,120.7563,142.27,173.29,194.25,221.18
2010-02-22,3233.345,4419.547,133.9815,120.9667,143.07,177.75,197.8,225.43
2010-02-23,3198.634,4459.155,133.9206,120.9675,144.48,178.09,198.84,226.03
2010-02-24,3244.483,4556.281,133.8725,121.0001,143.95,176.15,199.06,223.89
2010-02-25,3292.128,4629.965,133.8944,121.0854,143.09,175.33,195.88,224.36
2010-02-26,3281.666,4634.671,134.7073,121.3494,143.08,175.9,196.65,225.5
2010-03-01,3324.423,4686.266,135.006,121.4126,143.95,180.67,196.12,227.09
2010-03-02,3311.236,4690.293,135.0509,121.5835,142.76,176.83,191.59,225.59
2010-03-03,3335.081,4758.434,135.3986,121.7541,143.49,178.12,192.48,226.32
2010-03-04,3250.573,4586.523,135.0558,121.7261,141.89,177.74,189.67,226.86
2010-03-05,3259.764,4604.586,135.5103,121.8505,142.88,178.97,190.83,227.71
2010-03-08,3286.178,4654.583,135.7689,122.0027,143.54,181.57,195.04,228.95
2010-03-09,3305.863,4660.126,135.8753,122.0332,143.83,180.73,193.77,228.69
2010-03-10,3279.694,4598.994,136.1316,122.1442,142.78,181.92,193.73,228.63
2010-03-11,3276.705,4562.872,135.6894,122.2928,141.04,179.45,190.88,228.25
2010-03-12,3233.126,4492.861,135.6275,122.401,140.29,180.18,190.37,229.13
2010-03-15,3183.183,4454.76,135.3486,122.4791,139.4,177.74,184.94,228.07
2010-03-16,3203.971,4491.465,135.1335,122.5223,140.22,179.98,186.46,227.66
2010-03-17,3273.916,4616.053,135.6207,122.5825,140.63,182.6,190.5,231.36
2010-03-18,3267.555,4630.953,136.0284,122.6969,140.61,181.0,189.2,230.78
2010-03-19,3293.871,4663.903,136.1372,122.7352,141.6,182.79,192.17,231.04
2010-03-22,3302.628,4690.198,135.9775,122.7508,141.89,181.12,191.62,229.78
2010-03-23,3275.573,4658.626,135.7745,122.8939,140.88,180.85,189.86,230.16
2010-03-24,3276.669,4683.065,135.8855,122.958,140.25,180.53,190.5,230.41
2010-03-25,3229.128,4620.749,135.7394,123.0334,140.75,180.49,194.38,230.3
2010-03-26,3275.002,4686.931,135.5817,123.0833,140.76,182.41,196.18,231.51
2010-03-29,3358.54,4723.611,135.5524,123.1155,141.4,185.6,197.21,232.22
2010-03-30,3366.708,4744.423,135.2316,123.1735,141.64,185.29,196.47,232.6
2010-03-31,3345.607,4756.157,135.531,123.2312,141.47,184.34,194.32,232.36
2010-04-01,3391.935,4827.214,135.5042,123.1111,140.6,186.24,195.1,233.69
2010-04-02,3407.346,4843.175,135.5631,123.0676,141.86,187.63,196.47,234.84
2010-04-06,3405.145,4852.904,135.5736,123.1207,141.64,188.78,200.09,236.42
2010-04-07,3386.949,4863.639,135.2116,122.9855,142.62,188.69,200.83,236.14
2010-04-08,3346.744,4864.922,135.0155,122.9539,142.05,186.41,198.33,235.59
2010-04-09,3379.17,4939.176,135.0284,122.9941,142.72,188.38,199.99,236.87
2010-04-12,3351.478,4976.38,135.0318,123.0908,143.35,189.09,200.87,237.13
2010-04-13,3391.716,4919.873,135.4055,123.126,143.21,188.28,200.26,237.08
2010-04-14,3403.707,4977.508,135.2111,123.213,143.3,188.45,201.61,237.35
2010-04-15,3394.574,4914.747,135.2713,123.2921,142.94,188.17,202.25,238.19
2010-04-16,3356.332,4898.67,135.3507,123.3722,143.51,188.16,200.68,238.0
2010-04-19,3176.423,4688.836,135.8521,123.477,141.66,182.52,195.02,236.0
2010-04-20,3173.374,4749.934,136.0884,123.5629,142.81,184.3,197.44,237.55
2010-04-21,3236.679,4893.978,136.1635,123.7692,142.93,184.5,196.8,237.63
2010-04-22,3201.541,4902.405,136.121,123.7847,143.1,183.78,195.14,237.09
2010-04-23,3190.003,4864.164,136.0621,123.9417,143.89,183.64,195.24,237.58
2010-04-26,3171.997,4866.553,136.444,124.0103,143.54,185.33,196.22,237.92
2010-04-27,3108.409,4739.269,136.476,124.096,143.44,182.96,192.5,237.51
2010-04-28,3097.353,4714.432,136.5856,124.1582,142.54,178.15,190.5,235.77
2010-04-29,3060.064,4561.4,136.5156,124.148,142.01,178.83,189.95,236.4
2010-04-30,3067.365,4438.681,136.5627,124.2234,142.75,179.37,190.68,238.2
2010-05-04,3019.449,4434.131,136.4424,124.1702,141.45,178.4,189.4,239.09
2010-05-05,3036.394,4564.807,136.3218,124.1265,141.97,175.67,187.49,237.63
2010-05-06,2896.856,4419.781,136.4073,124.2244,140.79,173.96,185.93,235.78
2010-05-07,2836.789,4350.758,137.1114,124.3882,138.59,170.4,182.4,232.37
2010-05-10,2858.233,4269.108,136.8748,124.4711,140.65,174.0,184.61,234.65
2010-05-11,2800.817,4144.352,137.0313,124.3782,139.86,171.82,181.25,234.02
2010-05-12,2818.16,4042.516,137.1517,124.2692,140.92,171.78,181.98,233.88
2010-05-13,2886.911,4157.842,137.2632,124.4602,140.92,173.28,182.69,234.8
2010-05-14,2868.023,4184.841,137.226,124.6177,139.54,172.36,178.22,232.77
2010-05-17,2714.715,3915.752,137.7285,124.7064,136.97,165.11,172.35,225.51
2010-05-18,2771.348,3972.154,137.8216,124.8874,138.53,165.09,176.14,227.21
2010-05-19,2762.174,3977.377,138.1308,124.9779,138.17,163.92,175.78,223.5
2010-05-20,2726.022,3901.257,137.8433,124.9604,138.76,165.4,176.24,224.64
2010-05-21,2768.791,3982.385,137.9657,124.86,139.24,164.56,174.91,218.16
2010-05-24,2873.469,4163.477,137.6668,124.881,139.73,168.56,178.34,220.31
2010-05-25,2813.943,4133.346,137.7632,124.8334,138.14,165.82,175.54,217.0
2010-05-26,2813.944,4144.662,137.9044,124.7838,139.06,167.54,178.28,218.76
2010-05-27,2859.979,4218.637,137.792,124.9167,139.21,168.32,180.99,220.26
2010-05-28,2850.302,4235.322,137.8513,124.889,138.35,169.2,181.68,222.65
2010-05-31,2773.264,4104.364,137.9,124.9659,137.22,167.54,180.99,221.29
2010-06-01,2744.162,4025.789,137.4179,124.956,137.09,165.45,178.14,220.18
2010-06-02,2757.527,4083.616,137.6094,124.8911,137.78,163.84,174.93,217.83
2010-06-03,2736.076,4053.985,137.9364,125.0422,137.66,164.67,174.7,219.44
2010-06-04,2744.391,4089.035,138.03,125.1861,138.26,162.17,173.85,219.01
2010-06-07,2695.715,4072.568,138.0518,125.2995,136.07,155.21,165.04,211.4
2010-06-08,2699.336,4109.317,138.0554,125.2897,136.59,154.96,166.81,214.79
2010-06-09,2782.133,4211.881,137.9733,125.2403,136.81,157.56,168.91,217.11
2010-06-10,2750.023,4223.566,137.7517,125.2357,136.45,157.47,169.76,216.17
2010-06-11,2758.866,4197.995,137.6972,125.1688,136.59,159.15,172.47,217.96
2010-06-17,2742.733,4145.243,137.6728,125.3651,137.45,159.62,172.26,216.79
2010-06-18,2696.166,3972.286,136.9809,125.1328,137.5,158.33,170.81,217.66
2010-06-21,2780.663,4087.017,137.0339,125.0672,139.43,164.42,175.79,220.88
2010-06-22,2783.72,4119.722,137.0843,125.1168,139.08,162.3,173.35,219.38
2010-06-23,2758.495,4094.568,136.8845,125.1401,139.03,162.55,173.09,219.13
2010-06-24,2757.498,4095.295,136.98,125.1486,139.09,163.56,174.76,218.48
2010-06-25,2736.287,4028.433,137.2507,125.0522,138.98,162.63,174.38,217.94
2010-06-28,2716.777,3961.382,137.6959,125.1036,138.87,163.99,175.8,219.45
2010-06-29,2592.019,3736.982,138.1308,125.2446,137.84,161.06,171.99,217.42
2010-06-30,2563.07,3664.464,138.1877,125.2552,137.59,159.42,171.71,216.14
2010-07-01,2526.071,3606.593,138.318,125.3999,137.26,157.82,168.66,214.99
2010-07-02,2534.105,3585.576,138.3309,125.5275,138.01,159.89,170.86,215.1
2010-07-05,2512.651,3563.882,138.456,125.7221,138.1,160.34,171.21,215.12
2010-07-06,2562.902,3665.334,138.7803,125.8935,138.03,160.2,170.68,214.1
2010-07-07,2580.477,3718.662,138.7817,125.8717,137.89,159.71,170.97,213.75
2010-07-08,2575.921,3698.342,138.8024,125.8157,138.75,161.18,172.15,215.7
2010-07-09,2647.104,3807.604,138.7195,125.9713,139.49,162.19,173.43,215.32
2010-07-12,2676.218,3849.52,138.837,126.001,139.09,161.33,170.03,214.2
2010-07-13,2634.593,3788.751,139.3079,126.1134,139.02,159.51,167.67,213.17
2010-07-14,2653.609,3824.046,139.2318,126.317,139.26,160.96,169.13,214.93
2010-07-15,2608.519,3735.395,139.301,126.6765,139.34,160.89,168.1,213.98
2010-07-16,2616.128,3757.432,139.4267,126.8906,141.24,161.47,168.99,213.42
2010-07-19,2682.472,3842.313,139.5171,127.0165,141.28,160.59,168.61,213.25
2010-07-20,2741.503,3951.358,139.2208,127.2024,141.51,162.52,171.32,214.34
2010-07-21,2747.335,3959.427,139.2627,127.2381,141.23,162.99,171.06,213.74
2010-07-22,2781.286,4017.864,139.2613,127.2729,141.57,163.96,171.86,213.9
2010-07-23,2793.076,4015.467,139.0768,127.3396,142.09,167.29,176.56,216.29
2010-07-26,2811.055,4071.094,138.9356,127.4205,142.86,167.84,176.51,217.37
2010-07-27,2795.724,4068.864,138.7273,127.3956,141.35,166.32,175.42,217.25
2010-07-28,2863.724,4162.321,138.6754,127.3748,142.23,168.79,179.1,217.06
2010-07-29,2877.976,4194.04,138.7095,127.4851,143.24,168.74,181.14,219.15
2010-07-30,2868.846,4191.13,138.6797,127.4977,143.97,169.31,182.71,219.62
2010-08-02,2917.275,4267.895,138.6827,127.5931,146.67,172.7,186.48,222.27
2010-08-03,2865.971,4193.641,138.4385,127.6121,146.31,172.23,186.07,222.9
2010-08-04,2876.434,4248.014,138.6468,127.6203,146.5,172.99,188.38,222.32
2010-08-05,2850.829,4267.955,138.7602,127.6724,145.73,172.53,185.69,221.63
2010-08-06,2897.659,4356.012,138.974,127.7108,148.09,173.65,187.19,223.41
2010-08-09,2918.241,4413.568,139.0782,127.7626,149.95,175.37,189.27,223.79
2010-08-10,2832.638,4246.46,139.0632,127.8445,148.72,173.0,188.62,223.84
2010-08-11,2850.211,4297.904,139.3119,127.8834,148.52,172.12,187.49,221.64
2010-08-12,2816.386,4241.592,139.6503,128.0272,148.33,170.38,185.86,218.96
2010-08-13,2855.547,4323.052,139.6627,128.0871,150.77,173.11,188.45,220.08
2010-08-16,2922.083,4423.315,139.5455,128.1165,151.06,173.38,189.88,220.78
2010-08-17,2942.291,4457.759,139.5709,128.1513,150.64,174.31,192.08,220.93
2010-08-18,2937.362,4457.127,139.6523,128.1835,149.43,174.79,192.22,222.83
2010-08-19,2955.395,4461.488,139.5969,128.2662,149.51,175.41,194.99,225.25
2010-08-20,2898.333,4366.604,139.6023,128.2816,146.68,172.32,191.09,220.7
2010-08-23,2896.192,4404.718,139.6672,128.3237,146.96,172.09,189.65,218.44
2010-08-24,2911.827,4456.497,139.6709,128.3935,146.4,171.15,186.74,215.83
2010-08-25,2843.023,4368.304,139.7269,128.466,146.13,170.91,189.22,217.31
2010-08-26,2850.093,4399.284,139.6067,128.4482,147.3,172.5,192.7,218.02
2010-08-27,2858.566,4431.444,139.5808,128.4416,148.46,173.41,193.06,217.37
2010-08-30,2915.01,4553.023,139.5332,128.4771,150.43,176.94,194.29,220.02
2010-08-31,2903.188,4589.289,139.5704,128.4272,148.58,174.79,190.52,216.8
2010-09-01,2884.042,4530.229,139.6097,128.4813,149.15,177.48,192.74,217.53
2010-09-02,2921.393,4625.395,139.537,128.5156,149.72,178.58,196.07,219.04
2010-09-03,2920.205,4662.96,139.5906,128.5945,150.91,178.43,195.94,218.7
2010-09-06,2975.09,4651.963,139.4968,128.6556,152.1,181.85,198.65,220.57
2010-09-07,2983.108,4679.942,139.2901,128.5823,153.24,180.43,198.16,220.32
2010-09-08,2980.967,4720.375,139.3274,128.5632,152.86,180.52,198.93,221.54
2010-09-09,2926.46,4658.009,139.1975,128.5106,150.53,177.04,193.2,218.67
2010-09-10,2932.554,4705.31,139.0164,128.4139,152.41,178.03,192.81,219.91
2010-09-13,2962.319,4789.693,138.9095,128.3427,152.68,179.24,194.85,221.23
2010-09-14,2965.009,4805.416,138.7562,128.3008,152.21,177.58,194.34,218.52
2010-09-15,2913.194,4730.143,138.6789,128.2805,152.78,177.73,193.18,218.13
2010-09-16,2857.789,4610.916,138.6219,128.229,152.74,177.35,192.66,218.83
2010-09-17,2861.369,4603.489,138.6019,128.2196,153.54,179.31,195.74,219.45
2010-09-20,2849.828,4553.12,138.5927,128.1939,157.56,179.99,199.3,219.83
2010-09-21,2857.476,4546.724,138.6071,128.0806,156.89,178.44,199.69,220.13
2010-09-27,2905.029,4673.602,138.6529,127.8844,159.17,179.8,201.4,221.71
2010-09-28,2880.907,4654.345,138.6646,127.9099,160.95,179.18,201.67,219.52
2010-09-29,2874.812,4590.317,138.6781,127.8997,157.97,180.14,202.26,219.75
2010-09-30,2935.574,4660.605,138.7769,127.985,158.8,179.92,202.43,223.19
2010-10-08,3044.233,4767.967,138.835,128.0146,158.87,180.54,207.05,224.4
2010-10-11,3132.895,4789.155,138.4231,128.0371,165.9,186.59,215.7,231.59
2010-10-12,3172.726,4806.029,138.271,128.1574,165.57,184.72,216.08,230.26
2010-10-13,3217.577,4836.737,138.3153,128.208,166.68,186.89,221.95,235.6
2010-10-14,3224.14,4679.548,138.2238,128.0341,168.61,188.54,226.28,237.4
2010-10-15,3327.683,4691.45,138.2418,128.0226,170.02,188.78,227.42,235.95
2010-10-18,3306.16,4636.639,138.2559,128.0254,167.54,187.05,223.66,231.56
2010-10-19,3375.674,4778.607,138.2892,127.9928,169.64,187.84,224.61,232.86
2010-10-20,3396.879,4794.194,136.0158,127.2906,170.14,185.54,224.4,230.54
2010-10-21,3374.685,4833.8,135.4322,127.0392,172.21,185.98,222.83,231.0
2010-10-22,3378.655,4877.927,135.7211,126.934,173.26,186.86,223.01,231.51
2010-10-25,3481.081,4998.5,135.8112,126.9267,178.17,191.61,231.43,236.38
2010-10-26,3466.084,5046.148,135.2841,126.8204,177.41,191.06,230.27,234.58
2010-10-27,3403.872,4994.774,135.3242,126.7192,173.93,189.55,223.73,231.15
2010-10-28,3397.692,4999.59,135.4085,126.7135,178.06,189.26,229.38,232.58
2010-10-29,3379.983,5055.492,135.3248,126.7485,173.16,186.52,223.12,231.17
2010-11-01,3472.995,5199.525,135.4822,126.7372,176.44,189.7,227.37,233.42
2010-11-02,3463.131,5173.066,134.9467,126.5645,176.48,189.06,229.66,235.43
2010-11-03,3420.341,5098.539,133.9141,126.2141,177.9,189.85,232.58,235.08
2010-11-04,3480.505,5228.296,133.4758,125.8701,180.99,191.85,242.02,239.23
2010-11-05,3520.798,5311.77,133.4646,125.7937,187.15,198.35,249.68,245.51
2010-11-08,3548.566,5431.091,133.5766,125.5838,188.71,196.64,255.84,245.18
2010-11-09,3523.954,5467.839,133.5646,125.4975,191.14,200.92,265.98,249.78
2010-11-10,3499.111,5484.742,132.8226,125.2502,190.49,199.05,270.0,246.98
2010-11-11,3509.975,5440.099,132.489,125.0063,189.81,202.31,262.66,252.03
2010-11-12,3291.833,5111.189,132.4928,124.834,182.18,193.89,255.33,242.83
2010-11-15,3314.893,5255.267,132.6,124.8307,177.81,191.98,241.83,242.84
2010-11-16,3169.538,5068.465,133.0876,124.7815,176.9,190.46,242.5,240.47
