,factor_0,factor_1,factor_2,factor_3,factor_4
2012-09-26,0.9349079704219504,0.9970694204592858,0.8943812202775316,0.8689653381556216,0.757198467809829
2012-09-27,0.9360183742681256,0.9978927427956982,0.8959057980814884,0.8733976518745139,0.7540024138685224
2012-09-28,0.9381471803784005,0.9981591915597228,0.8970311900065719,0.8781917955104681,0.7503674837385262
2012-10-08,0.9393829858082194,0.9978440917147557,0.8982977224062011,0.8842771699872436,0.7469540473114109
2012-10-09,0.9419536300670966,0.9973653783605053,0.8992658145993683,0.8897025367032023,0.7434765972967192
2012-10-10,0.943767604649384,0.9967750509558078,0.9006121080550724,0.8964454645414628,0.7405600050106216
2012-10-11,0.9457132239699388,0.9962314233720004,0.9017712747415542,0.9035945029953896,0.7377955909869579
2012-10-12,0.9478980348986442,0.9957456055155536,0.9024489271973483,0.911392068605687,0.7355385095296857
2012-10-15,0.949227735940151,0.9953634668026183,0.9030182098805297,0.9184682992911707,0.7334782646036974
2012-10-16,0.9501646877669597,0.9960864510646265,0.9030800747632481,0.9246810120148382,0.7311532699632093
2012-10-17,0.9501102190122331,0.9965535265758356,0.9032877205823799,0.9306608830018641,0.7296073577802702
2012-10-18,0.9507366647904425,0.9967404955262822,0.9032329714091608,0.9346776133518092,0.728484273371078
2012-10-19,0.9503389342962328,0.996632530166379,0.9033100557707684,0.9394835202293208,0.7271244686457885
2012-10-22,0.9503928028111664,0.9962034169217027,0.9031725734272844,0.9439173364686926,0.7261980182476675
2012-10-23,0.948239872047201,0.9953432625765035,0.9032439135586022,0.9486687888247758,0.7267332534131472
2012-10-24,0.9470445956460631,0.9940987676324378,0.9029256891111969,0.9518562030807172,0.727541179631169
2012-10-25,0.9461199137388724,0.9930617800451755,0.9027351605689212,0.9545710673166493,0.7278472106739
2012-10-26,0.9442895520923305,0.9924799602402392,0.9028173209189027,0.9579081389632992,0.7282997852020777
2012-10-29,0.9430190285081853,0.9913307696781235,0.9029591958932651,0.9621363369801246,0.7281874801010783
2012-10-30,0.9417535554719412,0.9901696755232663,0.9032136335075237,0.9655911435360107,0.728411438071339
2012-10-31,0.9412238971770803,0.9894613606064321,0.9028787118366823,0.9676935327749255,0.7281976489331851
2012-11-01,0.9412060368309757,0.9882776508452117,0.902847226126551,0.9693952100429748,0.7279679724585534
2012-11-02,0.9413206449157139,0.9865271652772697,0.9032876306991365,0.9710486637586722,0.728092846840593
2012-11-05,0.9404951587022451,0.9853148544698419,0.9038936615828018,0.9729675120462193,0.7283870363970262
2012-11-06,0.9390913890876003,0.9846812406562111,0.9045358101766299,0.974533300228383,0.7290202907291616
2012-11-07,0.9385682967102956,0.984331865491956,0.9050650543470936,0.9754609922199353,0.7292023243475714
2012-11-08,0.9364122251216743,0.9847119117297028,0.9057142930477431,0.9769243597352721,0.7298076938005428
2012-11-09,0.9342954782815399,0.9853327841860069,0.9063322278541859,0.9791628096716113,0.7300138988935498
2012-11-12,0.9321654899880869,0.9852723870537056,0.907196370767453,0.9827280676914805,0.7302316856942196
2012-11-13,0.9298630915125058,0.9858102552389449,0.9080556042073539,0.9855431231634405,0.730329777389232
2012-11-14,0.9283739332914174,0.9864755816740798,0.908585154582881,0.9876663231035162,0.7304431088736281
2012-11-15,0.9263094273684418,0.9873492070929972,0.9090725543113172,0.9908464890301745,0.7303423886183201
2012-11-16,0.9239191555403556,0.988303653638382,0.9094079955007215,0.9943665826569544,0.7304167275207449
